kit_id,sensor,timestamp,value,unit,_raw
1001,gbTemp,2019-08-21 04:00:00+00:00,21.5133,,"{'created_at': '2019-08-21 04:00:00', 'value': 21.5133}"
1001,gbTemp,2019-08-21 05:00:00+00:00,21.375,,"{'created_at': '2019-08-21 05:00:00', 'value': 21.375}"
1001,gbTemp,2019-08-21 06:00:00+00:00,21.2517,,"{'created_at': '2019-08-21 06:00:00', 'value': 21.2517}"
1001,gbTemp,2019-08-21 07:00:00+00:00,21.1217,,"{'created_at': '2019-08-21 07:00:00', 'value': 21.1217}"
1001,gbTemp,2019-08-21 08:00:00+00:00,21.3067,,"{'created_at': '2019-08-21 08:00:00', 'value': 21.3067}"
1001,gbTemp,2019-08-21 09:00:00+00:00,21.5717,,"{'created_at': '2019-08-21 09:00:00', 'value': 21.5717}"
1001,gbTemp,2019-08-21 10:00:00+00:00,22.0,,"{'created_at': '2019-08-21 10:00:00', 'value': 22}"
1001,gbTemp,2019-08-21 11:00:00+00:00,22.415,,"{'created_at': '2019-08-21 11:00:00', 'value': 22.415}"
1001,gbTemp,2019-08-21 12:00:00+00:00,22.8517,,"{'created_at': '2019-08-21 12:00:00', 'value': 22.8517}"
1001,gbTemp,2019-08-21 13:00:00+00:00,23.5283,,"{'created_at': '2019-08-21 13:00:00', 'value': 23.5283}"
1001,gbTemp,2019-08-21 14:00:00+00:00,24.75,,"{'created_at': '2019-08-21 14:00:00', 'value': 24.75}"
1001,gbTemp,2019-08-21 15:00:00+00:00,25.8367,,"{'created_at': '2019-08-21 15:00:00', 'value': 25.8367}"
1001,gbTemp,2019-08-21 16:00:00+00:00,24.5217,,"{'created_at': '2019-08-21 16:00:00', 'value': 24.5217}"
1001,gbTemp,2019-08-21 17:00:00+00:00,24.8833,,"{'created_at': '2019-08-21 17:00:00', 'value': 24.8833}"
1001,gbTemp,2019-08-21 18:00:00+00:00,26.2617,,"{'created_at': '2019-08-21 18:00:00', 'value': 26.2617}"
1001,gbTemp,2019-08-21 19:00:00+00:00,25.8433,,"{'created_at': '2019-08-21 19:00:00', 'value': 25.8433}"
1001,gbTemp,2019-08-21 20:00:00+00:00,24.2817,,"{'created_at': '2019-08-21 20:00:00', 'value': 24.2817}"
1001,gbTemp,2019-08-21 21:00:00+00:00,23.7383,,"{'created_at': '2019-08-21 21:00:00', 'value': 23.7383}"
1001,gbTemp,2019-08-21 22:00:00+00:00,23.2283,,"{'created_at': '2019-08-21 22:00:00', 'value': 23.2283}"
1001,gbTemp,2019-08-21 23:00:00+00:00,22.925,,"{'created_at': '2019-08-21 23:00:00', 'value': 22.925}"
1001,gbTemp,2019-08-22 00:00:00+00:00,22.9717,,"{'created_at': '2019-08-22 00:00:00', 'value': 22.9717}"
